	referenced_tweets	id	conversation_id	author_id	lang	text	created_at	reply_settings	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	geo.coordinates.type	geo.coordinates.coordinates
4074		1633322819864887296	1633322819864887296	1625337743466176518	en	Looking at all these liberal fucktard tears over twitter. DC, has managed to ruin over 25 years of diplomacy to pick a fight with the hand that feeds us.   Statehood was not coming this year, but it damn sure is not coming soon now.  Slow clap… https://t.co/IVtC4h5yoA	2023-03-08T04:24:40.000Z	everyone	['1633322819864887296']	0	0	0	0	7				
4075	[{'type': 'replied_to', 'id': '1633189429866123265'}]	1633322808485769217	1633183625838575616	1171512571003752449	en	@sihoq @StopAntisemites “Give“ 🤡Palestinians the right to a homeland”- “🇵🇸”has been offered statehood FIVE TIMES in last 75 years; each time they refused. Do you know why? Because formal statehood would bring scrutiny to their illegal activities of which there are *many*. NO ONE IS STOPPING THEM	2023-03-08T04:24:37.000Z	everyone	['1633322808485769217']	0	0	0	0	12	115654967			
4076	[{'type': 'retweeted', 'id': '1633230896416317441'}]	1633322581347430400	1633322581347430400	2161042754	en	RT @AndrewRCraig: This whole thing has been so deeply cynical and hypocritical on the part of Biden and congressional Dems. Both on the DC…	2023-03-08T04:23:43.000Z	everyone	['1633322581347430400']	19	0	0	0	0				
4077	[{'type': 'retweeted', 'id': '1633230896416317441'}]	1633322237653573634	1633322237653573634	2843881533	en	RT @AndrewRCraig: This whole thing has been so deeply cynical and hypocritical on the part of Biden and congressional Dems. Both on the DC…	2023-03-08T04:22:21.000Z	everyone	['1633322237653573634']	19	0	0	0	0				
4078	[{'type': 'replied_to', 'id': '1633321317578489856'}]	1633322018731851776	1631666716739510274	921722738	en	@ScottGoldstein @maustermuhle @councilofdc @MayorBowser However, I agree with you that this will making it easier for Republicans to meddle in DC affairs the next time.  DC should be on such solid ground that we never lose a single Democratic vote.  I don't like it; but it's the reality, until we get Statehood.	2023-03-08T04:21:29.000Z	everyone	['1633322018731851776']	0	0	0	0	32	921722738			
4079	[{'type': 'retweeted', 'id': '1633230896416317441'}]	1633321966336712704	1633321966336712704	987762878	en	RT @AndrewRCraig: This whole thing has been so deeply cynical and hypocritical on the part of Biden and congressional Dems. Both on the DC…	2023-03-08T04:21:17.000Z	everyone	['1633321966336712704']	19	0	0	0	0				
4080	[{'type': 'retweeted', 'id': '1361423134751137794'}]	1633321787738976256	1633321787738976256	1489729358340235265	en	RT @JMichaelWaller: @MayorBowser Curious that DC Mayor Bowser declined National Guard support on January 5, the very same day that Speaker…	2023-03-08T04:20:34.000Z	everyone	['1633321787738976256']	43	0	0	0	0				
4081	[{'type': 'retweeted', 'id': '1633230896416317441'}]	1633321745288507393	1633321745288507393	15816595	en	RT @AndrewRCraig: This whole thing has been so deeply cynical and hypocritical on the part of Biden and congressional Dems. Both on the DC…	2023-03-08T04:20:24.000Z	everyone	['1633321745288507393']	19	0	0	0	0				
4082	[{'type': 'retweeted', 'id': '1633265752806510594'}]	1633321713227161607	1633321713227161607	104262136	en	RT @DCstatehood51: Why is the League of Women Voters speaking out so loudly in favor of #DCStatehood? @KaseVirginia, CEO of the @LWV, expla…	2023-03-08T04:20:16.000Z	everyone	['1633321713227161607']	7	0	0	0	0				
4083	[{'type': 'retweeted', 'id': '1633269911882731520'}]	1633320925902016516	1633320925902016516	103280045	en	RT @htTweets: Five days ago, 56-year-old Salhoutonou Kruse made history, winning a razor thin election by all of seven votes, and becoming…	2023-03-08T04:17:09.000Z	everyone	['1633320925902016516']	4	0	0	0	0				
4084	[{'type': 'retweeted', 'id': '1632794256086560768'}]	1633320649258160128	1633320649258160128	1894605858	en	RT @RadicalOldWoman: Yes or no: do you support statehood for Washington DC?	2023-03-08T04:16:03.000Z	everyone	['1633320649258160128']	9	0	0	0	0				
4085	[{'type': 'retweeted', 'id': '1596591139351859201'}]	1633320078295834629	1633320078295834629	1559390968914145280	en	RT @Liability4man: Gurage Statehood is NOT about separatism, it is about a civil Constitutional right to our own self-administered region.…	2023-03-08T04:13:46.000Z	everyone	['1633320078295834629']	26	0	0	0	0				
4086	[{'type': 'replied_to', 'id': '1633299065323548673'}]	1633319435153948672	1633299065323548673	1462918150165516289	en	@JustTheNews Sam Houston knew the Rep. of Texas would never survive and worked tirelessly for 10 yrs. for statehood. In 1861, when then-Gov Sam Houston opposed succession, he was impeached. There would have never been a Rep. of Texas w/o Sam Houston. I'm with Sam - Texas is part of the USA.	2023-03-08T04:11:13.000Z	everyone	['1633319435153948672']	0	0	0	0	22	1216793092134723586			
4087	[{'type': 'retweeted', 'id': '1633222024997789701'}]	1633318334178508802	1633318334178508802	1559390968914145280	en	RT @magiKAL_1: The mass arrest of community leaders, academics, journalists, and public representatives is systematically oppressing Gurage…	2023-03-08T04:06:51.000Z	everyone	['1633318334178508802']	5	0	0	0	0				
4088	[{'type': 'retweeted', 'id': '1633290499736911878'}]	1633318229224439809	1633318229224439809	1497063347426054160	en	"RT @Charlie42103733: 👋 ""Has Putin's war failed and what does Russia want from Ukraine?
denazification is inevitably also de-Ukrainisation""…"	2023-03-08T04:06:26.000Z	everyone	['1633318229224439809']	1	0	0	0	0				
4089	[{'type': 'retweeted', 'id': '1632015650062323712'}]	1633318009820282882	1633318009820282882	430459191	en	"RT @FrankMikeDavis1: Do You support ""Statehood for Washington DC"", given that its population is greater than Vermont &amp; Wyoming ???"	2023-03-08T04:05:33.000Z	everyone	['1633318009820282882']	585	0	0	0	0				
4090	[{'type': 'retweeted', 'id': '1627530395322572800'}]	1633317671956520961	1633317671956520961	1427302892525035523	en	"RT @RahulGandhi: Best wishes to the people of Arunachal Pradesh and Mizoram on their statehood day.

Blessed by natural beauty and wonderfu…"	2023-03-08T04:04:13.000Z	everyone	['1633317671956520961']	3948	0	0	0	0				
4091		1633317647151669249	1633317647151669249	787546010	en	Battle over DC statehood collides with politics of crime https://t.co/Ha0juN0wbb #news #topstories #christianscience	2023-03-08T04:04:07.000Z	everyone	['1633317647151669249']	0	0	0	0	1				
4092		1633317473209516034	1633317473209516034	437684062	en	If Mitt Romney beat Obama in 2012, his only foreign policy would’ve been to ensure that the entirety of the Pacific and Micronesia were given statehood into the Union.	2023-03-08T04:03:25.000Z	everyone	['1633317473209516034']	0	1	1	0	250				
4093	[{'type': 'retweeted', 'id': '1632775375599071232'}]	1633317024939094017	1633317024939094017	2400182578	en	RT @Dan_Landsman: One issue with some Senate Dems and the Dem President supporting the first disapproval resolution in over 30 years is a l…	2023-03-08T04:01:38.000Z	everyone	['1633317024939094017']	3	0	0	0	0				
4094	[{'type': 'retweeted', 'id': '1632854889893076993'}]	1633316396166795265	1633316396166795265	2231692735	en	RT @RepSummerLee: Fully supporting D.C. statehood would look like trusting the officials that the PEOPLE elected to govern.	2023-03-08T03:59:09.000Z	everyone	['1633316396166795265']	58	0	0	0	0				
4095	[{'type': 'retweeted', 'id': '1633220795614003200'}]	1633315900790038529	1633315900790038529	1193077441914429446	en	RT @WildPalmsLtd: DC should have been made a state years ago. The GOP is afraid it would automatically go blue. And they're likely correct.…	2023-03-08T03:57:10.000Z	everyone	['1633315900790038529']	77	0	0	0	0				
4096	[{'type': 'retweeted', 'id': '1633265752806510594'}]	1633315223712198659	1633315223712198659	413593863	en	RT @DCstatehood51: Why is the League of Women Voters speaking out so loudly in favor of #DCStatehood? @KaseVirginia, CEO of the @LWV, expla…	2023-03-08T03:54:29.000Z	everyone	['1633315223712198659']	7	0	0	0	0				
4097	[{'type': 'retweeted', 'id': '1627530395322572800'}]	1633314587662745602	1633314587662745602	1313325270959448065	en	"RT @RahulGandhi: Best wishes to the people of Arunachal Pradesh and Mizoram on their statehood day.

Blessed by natural beauty and wonderfu…"	2023-03-08T03:51:57.000Z	everyone	['1633314587662745602']	3948	0	0	0	0				
4098	[{'type': 'replied_to', 'id': '1632993253002825728'}]	1633314451750551553	1632993253002825728	1522044198396264449	en	"@sandibachom That's right, Sandi.
 DC deserves Statehood."	2023-03-08T03:51:25.000Z	everyone	['1633314451750551553']	0	0	3	0	71	17027632			
4099	[{'type': 'retweeted', 'id': '1633281848695570432'}]	1633313980276957189	1633313980276957189	1596007781974294528	en	RT @AndyHarrisFan: So you want DC statehood huh? https://t.co/Z5uzaim6Tb	2023-03-08T03:49:33.000Z	everyone	['1633313980276957189']	16	0	0	0	0				
4100	[{'type': 'retweeted', 'id': '1631495858150678529'}]	1633313359004323841	1633313359004323841	1617366298572509187	en	RT @chenderson: This statement is a contradiction. You cannot support DC statehood &amp; home rule AND also endorse Congress overturning a loca…	2023-03-08T03:47:04.000Z	everyone	['1633313359004323841']	600	0	0	0	0				
4101	[{'type': 'retweeted', 'id': '1631132621945073665'}]	1633313287655030785	1633313287655030785	230935406	en	RT @Paultx890: Just a reminder Puerto Rico has a population larger than N. Dakota, S. Dakota and Wyoming COMBINED.  The only reason PR does…	2023-03-08T03:46:47.000Z	everyone	['1633313287655030785']	1348	0	0	0	0				
4102	[{'type': 'retweeted', 'id': '1633220795614003200'}]	1633312759411515394	1633312759411515394	1224566569319239680	en	RT @WildPalmsLtd: DC should have been made a state years ago. The GOP is afraid it would automatically go blue. And they're likely correct.…	2023-03-08T03:44:41.000Z	everyone	['1633312759411515394']	77	0	0	0	0				
4103	[{'type': 'retweeted', 'id': '1627530395322572800'}]	1633312109227397120	1633312109227397120	1367745698364489732	en	"RT @RahulGandhi: Best wishes to the people of Arunachal Pradesh and Mizoram on their statehood day.

Blessed by natural beauty and wonderfu…"	2023-03-08T03:42:06.000Z	everyone	['1633312109227397120']	3948	0	0	0	0				
4104	[{'type': 'replied_to', 'id': '1633292288020422656'}]	1633312052943912960	1633292288020422656	1519498366278897667	en	@julie_kelly2 @TrumpWarRoom Bingo. and the DC Bar is abrogating its supervisory capacity in Ethics and Professionalism and Disciniplary Authority. They ain’t ready for Statehood!	2023-03-08T03:41:53.000Z	everyone	['1633312052943912960']	0	0	0	0	44	2852597261			
4105	[{'type': 'replied_to', 'id': '1633310219588517889'}]	1633311848685797377	1633283161646874625	472690965	en	@Tex_45ACP @PokerOklahoma @SallyMayweather This comment is being misunderstood, probably due to poor writing on my part. I'm saying that Statehood in the US was supposedly voluntary until several states tried to secede. They quickly found out that the Federal govt was in fact tyrannical.	2023-03-08T03:41:04.000Z	everyone	['1633311848685797377']	0	1	2	0	15	569327431			
4106	[{'type': 'retweeted', 'id': '1631132621945073665'}]	1633311353237635074	1633311353237635074	750529006072725504	en	RT @Paultx890: Just a reminder Puerto Rico has a population larger than N. Dakota, S. Dakota and Wyoming COMBINED.  The only reason PR does…	2023-03-08T03:39:06.000Z	everyone	['1633311353237635074']	1348	0	0	0	0				
4107	[{'type': 'replied_to', 'id': '1631132621945073665'}]	1633311340537298945	1631132621945073665	1130049083463413762	en	@Paultx890 Statehood or sovereignty. Either one would be much better than the political limbo they're trapped in at the moment.	2023-03-08T03:39:03.000Z	everyone	['1633311340537298945']	0	0	0	0	16	2771327900			
4108	[{'type': 'replied_to', 'id': '1633261167110922241'}]	1633311179916410880	1633261167110922241	1570869259676385283	en	@Jim_Jordan Give DC statehood!!	2023-03-08T03:38:25.000Z	everyone	['1633311179916410880']	0	0	0	0	4	18166778			
4109	[{'type': 'retweeted', 'id': '1631132621945073665'}]	1633310793436471297	1633310793436471297	814711056140500992	en	RT @Paultx890: Just a reminder Puerto Rico has a population larger than N. Dakota, S. Dakota and Wyoming COMBINED.  The only reason PR does…	2023-03-08T03:36:53.000Z	everyone	['1633310793436471297']	1348	0	0	0	0				
4110	[{'type': 'replied_to', 'id': '1633254629331947520'}]	1633310590004281346	1633183876590829572	1448023261309251584	en	@MyleswithaY @MelBrooks Yes, Jefferson and Berkeley. The state was created by a minority of Unionists and they took unwilling counties for a large state. The validating votes for statehood were poorly attended. Historians have done a very bad job explaining what actually happened. https://t.co/F7wdbUVwlg	2023-03-08T03:36:04.000Z	everyone	['1633310590004281346']	0	1	1	0	31	386134460			
4111	[{'type': 'replied_to', 'id': '1633309348696051712'}]	1633310293211348994	1632807777759313921	822620316467949569	en	"@UberMenchies @Texan214_ @Gustof1966 @9thGenTexian @BryanforHD2 Thank you, honestly most informative reply I've seen here. 

Legitimately thought they were considered not in the union considering I thought there was an additional process for them to regain statehood, but I realize now it was just reforming their government."	2023-03-08T03:34:53.000Z	everyone	['1633310293211348994']	0	0	1	0	6	1468738457463779330			
4112	[{'type': 'replied_to', 'id': '1633038044226781184'}]	1633309587347480577	1632794889728454658	2367355298	en	@RussianEmbassy @mfa_russia @BBCWorld @POLITICOEurope @UN is NOT in question. the legitimacy of the statehood of Ukraine is NOT in question (I meant to say), as Ukraine‘s membership in the @UN clearly shows to everybody.	2023-03-08T03:32:05.000Z	everyone	['1633309587347480577']	0	0	0	0	10	2367355298			
4113		1633309273525571584	1633309273525571584	3304559911	en	"This day in 1950 Congress voted 261-110 to grant Hawaii US Statehood 

This day in 1969 Apollo 9 tests in space between the LEM “Spider” and and the command module “Gumdrop” docking maneuvers LEM remained in space for 12 years"	2023-03-08T03:30:50.000Z	everyone	['1633309273525571584']	0	0	1	0	6				
4114	[{'type': 'replied_to', 'id': '1627417097763540998'}]	1633308967534305282	1627413879947948035	777648630979137537	en	@PamSingelyn @Nobodys_Inn @atensnut Why does Biden support DC statehood?  It is a real mess now, it would only get worse if voted in!	2023-03-08T03:29:37.000Z	everyone	['1633308967534305282']	0	0	0	0	6	1352636777933250560			
4115		1633307859499794432	1633307859499794432	1599003652169281537	en	Battle over DC statehood collides with politics of crime - https://t.co/2FwrvPeAIB	2023-03-08T03:25:13.000Z	everyone	['1633307859499794432']	0	0	0	0	2				
4116		1633307852113690625	1633307852113690625	1595999509468758016	en	Battle over DC statehood collides with politics of crime - https://t.co/Z4l5PUwGs4	2023-03-08T03:25:11.000Z	everyone	['1633307852113690625']	0	0	0	0	2				
4117		1633307768361738241	1633307768361738241	938352834	en	"⁦@chuckschumer⁩  ⁦@POTUS⁩ ⁦@RepJeffries⁩ 

Wonder if U agree to get enough senate Dems on board to vote yes on Repub’s bill in exchange them voting yes 2  give DC Statehood if they’d agree

 https://t.co/URswK0tGpi"	2023-03-08T03:24:52.000Z	everyone	['1633307768361738241']	0	0	0	0	9				
4118	[{'type': 'retweeted', 'id': '1632963315964977159'}]	1633307441671688193	1633307441671688193	854742374458720258	en	RT @FreedomWritersC: DC Statehood would vastly expand representation for Black Americans and lock in our Dem. Senate Majority for years to…	2023-03-08T03:23:34.000Z	everyone	['1633307441671688193']	23	0	0	0	0				
4119	[{'type': 'retweeted', 'id': '1633231373438730249'}]	1633307237929107460	1633307237929107460	5998492	en	"RT @CMRobertWhiteDC: DC residents have a right to self-governance.
DC residents deserve statehood.
I'm looking forward to joining this rall…"	2023-03-08T03:22:45.000Z	everyone	['1633307237929107460']	12	0	0	0	0				
4120	[{'type': 'retweeted', 'id': '1633303317706145792'}]	1633307133939949569	1633307133939949569	301153389	en	RT @CigarCosmonaut: @CigarChairman @Constan70997526 @IrrizaryJanitza @2002Vinos Our economic model is supposed to be capitalist, but since…	2023-03-08T03:22:20.000Z	everyone	['1633307133939949569']	1	0	0	0	0				
4121	[{'type': 'retweeted', 'id': '1631132621945073665'}]	1633306954671222786	1633306954671222786	716508133233823744	en	RT @Paultx890: Just a reminder Puerto Rico has a population larger than N. Dakota, S. Dakota and Wyoming COMBINED.  The only reason PR does…	2023-03-08T03:21:38.000Z	everyone	['1633306954671222786']	1348	0	0	0	0				
4122	[{'type': 'retweeted', 'id': '1633269911882731520'}]	1633306907657240577	1633306907657240577	1318928750143139841	en	RT @htTweets: Five days ago, 56-year-old Salhoutonou Kruse made history, winning a razor thin election by all of seven votes, and becoming…	2023-03-08T03:21:26.000Z	everyone	['1633306907657240577']	4	0	0	0	0				
4123	[{'type': 'retweeted', 'id': '1633281848695570432'}]	1633306865324138497	1633306865324138497	1240564739891068928	en	RT @AndyHarrisFan: So you want DC statehood huh? https://t.co/Z5uzaim6Tb	2023-03-08T03:21:16.000Z	everyone	['1633306865324138497']	16	0	0	0	0				
4124	[{'type': 'retweeted', 'id': '1633222024997789701'}]	1633305457342201859	1633305457342201859	1558929374774280192	en	RT @magiKAL_1: The mass arrest of community leaders, academics, journalists, and public representatives is systematically oppressing Gurage…	2023-03-08T03:15:41.000Z	everyone	['1633305457342201859']	5	0	0	0	0				
4125	[{'type': 'replied_to', 'id': '1633303655448449029'}]	1633305400656134145	1633301325688586240	846355601013833728	en	@KathleenSax He's handing the country over to the far rt~He and Pelosi gave billions to rogue neo nazi, klan/neo confed, insurrectionist PDs w/out vetting or gutting. He backed Norfolk Southern (against suits). He went against the rail strike.   He's against DC Statehood. So imho, just no	2023-03-08T03:15:27.000Z	following	['1633305400656134145']	0	4	4	0	62	1134874452976472064			
4126	[{'type': 'replied_to', 'id': '1631807225084690432'}]	1633305268158181376	1631807225084690432	2310573682	en	@cSEXI4 @gunslinger2022 Of course these scammers want DC statehood, it's about 80% democrat and gives them more congressional seats..FJB	2023-03-08T03:14:55.000Z	everyone	['1633305268158181376']	0	0	0	0	2	1432841079339065352			
4127		1633304463388860416	1633304463388860416	831912912667041792	en	Congress’s attempt to overturn a crime law makes the case for DC statehood - Vox https://t.co/uFJe0qSdDV	2023-03-08T03:11:44.000Z	everyone	['1633304463388860416']	0	0	0	0	4				
4128	[{'type': 'replied_to', 'id': '1632990412737773573'}]	1633303317706145792	1629657782738644995	437133426	en	"@CigarChairman @Constan70997526 @IrrizaryJanitza @2002Vinos Our economic model is supposed to be capitalist, but since 1952 it has been socialist with gratuity, populism and incompetence?

Thanks to this only 30% of my country is working and the rest is waiting for the government and dreaming of statehood."	2023-03-08T03:07:10.000Z	everyone	['1633303317706145792']	1	1	1	0	51	301153389			
4129	[{'type': 'retweeted', 'id': '1631132621945073665'}]	1633301885200347136	1633301885200347136	1206666413823397892	en	RT @Paultx890: Just a reminder Puerto Rico has a population larger than N. Dakota, S. Dakota and Wyoming COMBINED.  The only reason PR does…	2023-03-08T03:01:29.000Z	everyone	['1633301885200347136']	1348	0	0	0	0				
4130	[{'type': 'replied_to', 'id': '1633074959231664130'}]	1633301829508382723	1633074959231664130	4071287597	en	@cvpayne Is she that mentally disturbed? She is just another reason why SC can never be granted statehood.	2023-03-08T03:01:16.000Z	everyone	['1633301829508382723']	0	0	0	0	0	19400611			
4131	[{'type': 'retweeted', 'id': '1633294986769989632'}]	1633301745475416065	1633301745475416065	1534939627265703936	en	RT @WildBil35494315: Why don't you work to grant DC statehood. Maybe then without interference from the US legislature they could make it s…	2023-03-08T03:00:56.000Z	everyone	['1633301745475416065']	1	0	0	0	0				
4132	[{'type': 'retweeted', 'id': '1633231373438730249'}]	1633301582262554624	1633301582262554624	56936043	en	"RT @CMRobertWhiteDC: DC residents have a right to self-governance.
DC residents deserve statehood.
I'm looking forward to joining this rall…"	2023-03-08T03:00:17.000Z	everyone	['1633301582262554624']	12	0	0	0	0				
4133	[{'type': 'retweeted', 'id': '1633231373438730249'}]	1633301464796766211	1633301464796766211	446473873	en	"RT @CMRobertWhiteDC: DC residents have a right to self-governance.
DC residents deserve statehood.
I'm looking forward to joining this rall…"	2023-03-08T02:59:49.000Z	everyone	['1633301464796766211']	12	0	0	0	0				
4134	[{'type': 'retweeted', 'id': '1633201966598725639'}]	1633301169383649282	1633301169383649282	2639567332	en	"RT @JoeySchmittPhD: @sahilkapur What an absolute betrayal, @SenatorCarper. You do not support DC statehood, you liar!

I'm not going to don…"	2023-03-08T02:58:38.000Z	everyone	['1633301169383649282']	1	0	0	0	0				
4135		1633301135942467592	1633301135942467592	95544813	en	Forget Statehood... DC Should Return to Federal Control https://t.co/iaNbbausXJ	2023-03-08T02:58:30.000Z	everyone	['1633301135942467592']	0	0	0	0	5				
4136	[{'type': 'retweeted', 'id': '1632854889893076993'}]	1633300708702183425	1633300708702183425	1023013209035431936	en	RT @RepSummerLee: Fully supporting D.C. statehood would look like trusting the officials that the PEOPLE elected to govern.	2023-03-08T02:56:48.000Z	everyone	['1633300708702183425']	58	0	0	0	0				
4137		1633300597720989697	1633300597720989697	1616114136722685961	en	Forget Statehood... DC Should Return to Federal Control https://t.co/bxszNVuGAe	2023-03-08T02:56:22.000Z	everyone	['1633300597720989697']	0	0	0	0	3				
4138	[{'type': 'retweeted', 'id': '1633230896416317441'}]	1633300460416147458	1633300460416147458	8350532	en	RT @AndrewRCraig: This whole thing has been so deeply cynical and hypocritical on the part of Biden and congressional Dems. Both on the DC…	2023-03-08T02:55:49.000Z	everyone	['1633300460416147458']	19	0	0	0	0				
4139	[{'type': 'retweeted', 'id': '1633220795614003200'}]	1633299720188706821	1633299720188706821	1891776205	en	RT @WildPalmsLtd: DC should have been made a state years ago. The GOP is afraid it would automatically go blue. And they're likely correct.…	2023-03-08T02:52:53.000Z	everyone	['1633299720188706821']	77	0	0	0	0				
4140	[{'type': 'retweeted', 'id': '1632854889893076993'}]	1633298963506905088	1633298963506905088	28977811	en	RT @RepSummerLee: Fully supporting D.C. statehood would look like trusting the officials that the PEOPLE elected to govern.	2023-03-08T02:49:52.000Z	everyone	['1633298963506905088']	58	0	0	0	0				
4141	[{'type': 'quoted', 'id': '1632882557334216704'}]	1633298592424243201	1633298592424243201	3247965726	en	It's hard to find a place the US has not invaded or bombed. As long as I have been alive every decade, Puerto Rico has had the opportunity to choose Independence or Statehood. Time to take control of our damn government. https://t.co/3GF2yvc0Qm	2023-03-08T02:48:24.000Z	everyone	['1633298592424243201']	0	0	0	0	34				
4142	[{'type': 'replied_to', 'id': '1633287049347309569'}]	1633297808747819011	1633132976455204865	1573492644931670017	en	@Talete20 @SamRamani2 Bandera envisioned a Ukrainian identity “pure” from Jews, Poles, and Russians. Allied with Nazis, commuted Holocaust and genocide. Ukrainian NATIONAL identity is built around this man. Italy is not built on Mussolini. Look up Bandera and what he means to Ukraine’s statehood.	2023-03-08T02:45:17.000Z	everyone	['1633297808747819011']	0	1	0	0	23	1341859963887620097			
4143	[{'type': 'retweeted', 'id': '1633220795614003200'}]	1633296901700214789	1633296901700214789	2808650785	en	RT @WildPalmsLtd: DC should have been made a state years ago. The GOP is afraid it would automatically go blue. And they're likely correct.…	2023-03-08T02:41:41.000Z	everyone	['1633296901700214789']	77	0	0	0	0				
4144		1633296740320268292	1633296740320268292	1225959304097869826	en	By July 1, California’s Reparations Task Force must finish its report on the harms African Americans have faced since statehood in 1850 and recommend how the state should repair the damage for all descendants of enslaved people now residing here. https://t.co/6lnBH6cUm3 https://t.co/vRjmmjhv3f	2023-03-08T02:41:02.000Z	everyone	['1633296740320268292']	5	1	14	0	447				
4145	[{'type': 'retweeted', 'id': '1633220795614003200'}]	1633296290451791872	1633296290451791872	1189274692751900672	en	RT @WildPalmsLtd: DC should have been made a state years ago. The GOP is afraid it would automatically go blue. And they're likely correct.…	2023-03-08T02:39:15.000Z	everyone	['1633296290451791872']	77	0	0	0	0				
4146		1633295892227710981	1633295892227710981	1475567869391945728	en	If Haiti collapses or loses its statehood by conquest, the Haitian people as a nation will continue to exist because we share a common language, culture, history, ancestry, &amp; national territory declared independent from France in 1804. We are a nation with a state. #kaonatunde	2023-03-08T02:37:40.000Z	everyone	['1633295892227710981']	0	0	0	0	69				
4147	[{'type': 'retweeted', 'id': '1633174877141184514'}]	1633295680205897728	1633295680205897728	1268288297563873282	en	RT @HegelwCrmCheese: All the fuss about the Senate, unequal representation, DC statehood, etc. could be avoided if we merely granted our ma…	2023-03-08T02:36:49.000Z	everyone	['1633295680205897728']	12	0	0	0	0				
4148	[{'type': 'quoted', 'id': '1633261167110922241'}]	1633294986769989632	1633294986769989632	1482488731592314881	en	Why don't you work to grant DC statehood. Maybe then without interference from the US legislature they could make it safer for everybody. Do something good for a change @Jim_Jordan. https://t.co/RGKeC50rmC	2023-03-08T02:34:04.000Z	everyone	['1633294986769989632']	1	0	5	0	66				
4149	[{'type': 'retweeted', 'id': '1633220795614003200'}]	1633294638818918400	1633294638818918400	1265052957382332416	en	RT @WildPalmsLtd: DC should have been made a state years ago. The GOP is afraid it would automatically go blue. And they're likely correct.…	2023-03-08T02:32:41.000Z	everyone	['1633294638818918400']	77	0	0	0	0				
4150	[{'type': 'retweeted', 'id': '1633116276443758593'}]	1633294406340993035	1633294406340993035	1347611295915388933	en	RT @ShenanVirgen: @kangaroos991 @jbminatra It’s long overdue for Puerto Rico and residential Washington DC to become states. They are not s…	2023-03-08T02:31:46.000Z	everyone	['1633294406340993035']	4	0	0	0	0				
4151	[{'type': 'retweeted', 'id': '1633181984930381825'}]	1633294316985790464	1633294316985790464	1114279676883529728	en	"RT @KingGame: @RonFilipkowski I’ll trade Texas statehood for DC’s or PRs (or both) 

Of course Texans who need to seek asylum in the US sho…"	2023-03-08T02:31:24.000Z	everyone	['1633294316985790464']	1	0	0	0	0				
4152		1633293918732443648	1633293918732443648	1325834673667256320	en	Congress’s attempt to overturn a crime law makes the case for DC statehood - Vox https://t.co/nmw2k66gB2	2023-03-08T02:29:50.000Z	everyone	['1633293918732443648']	0	0	0	0	12				
4153	[{'type': 'replied_to', 'id': '1631163683400294400'}]	1633293908326137860	1631132621945073665	19027304	en	@Grossman4NJ @Paultx890 @LandP1776 Wrong by a mile. We have always voted for statehood.	2023-03-08T02:29:47.000Z	everyone	['1633293908326137860']	0	0	0	0	27	1122821040			
4154	[{'type': 'replied_to', 'id': '1631326299045388290'}]	1633293702956306433	1631132621945073665	19027304	en	@sally3162016 @Paultx890 By vast majority in multiple plebiscites we have elected statehood. Data is there. Congress and capitol don't do anything 🙄	2023-03-08T02:28:58.000Z	everyone	['1633293702956306433']	0	0	1	0	111	759779915449323520			
4155		1633293108241637376	1633293108241637376	1604249460044881921	en	"EASTERN AFRICANS. 
SECESSIONIST PROPAGANDA 
ETHNIC/TRIBAL/CLAN INSTITUTIONS HAVE  DESTROYED THE STATEHOOD WE NEED TO SUPPORT OUR GOVERNMENTS TO TURN THEM AROUND OR CRACK THEM DOWN"	2023-03-08T02:26:36.000Z	everyone	['1633293108241637376']	0	0	0	0	5				
4156	[{'type': 'replied_to', 'id': '1633289130946772992'}]	1633291622845693955	1633288247622131713	3386809169	en	"@NW_Realist DC Justice Lab on the Decarceration Nation podcast in 2022.  ""A plan to decelerate by half"" with the removal of minimums, we now see how that made it into the #RCCA.  This is why the #RCCA became a national joke, and hurt ultimately DC statehood. https://t.co/9AQS5ZelOj https://t.co/YuI3sVs1PH"	2023-03-08T02:20:42.000Z	everyone	['1633291622845693955']	0	1	5	0	118	39416314			
4157	[{'type': 'replied_to', 'id': '1633160292501782529'}]	1633291332159520768	1633147096189607936	956217366597206016	en	@JorgeEAponte @ACTBrigitte Hey whether they send a Dem or a Rep they should get statehood and representation. 👍	2023-03-08T02:19:33.000Z	everyone	['1633291332159520768']	0	0	1	0	8	72682107			
4158	[{'type': 'replied_to', 'id': '1633291045994909697'}]	1633291296428404737	1633288428379860994	4846752814	en	"@Nefertiiti The Saros it has to be reminded though came during an era when European intervention was increasingly becoming dominant in Africa, so I don't think it was on their minds to have broad statehood ambitions. Maybe it would have been different if they had come earlier.

/2"	2023-03-08T02:19:24.000Z	everyone	['1633291296428404737']	0	1	1	0	72	4846752814			
4159		1633290499736911878	1633290499736911878	1537120484923428865	en	"👋 ""Has Putin's war failed and what does Russia want from Ukraine?
denazification is inevitably also de-Ukrainisation"" - in effect, erasing the modern state of Ukraine.
For years, the Russian president has denied Ukraine its own statehood, Russians and Ukrainians were one people"" https://t.co/Dl1ZfXVZlg"	2023-03-08T02:16:14.000Z	everyone	['1633290499736911878']	1	0	2	0	230				
